tour_id,country,region,city,location,title,slug,slug_override,video_type,themes,filmed_date_iso,filmed_year,weather_summary,temp_f,temp_c,youtube_url,map_url,latitude,longitude,distance_label,distance_miles,distance_km,duration_label,duration_seconds,description_short,description_long,landmarks,keywords,status,thumbnail_path,display_location
de-0011,Germany,Bavaria,Nuremberg,Christmas Market,"Nuremberg, Germany Christmas Market Day Walk (2022)",nuremberg-christmas-market-day-walk-2022,,day-walk,christmas-market,2022-12-14,2022,,30,-1,https://youtu.be/l6aGKVxo2kw,https://www.google.com/maps/d/edit?mid=1asgVdmmzmOlQ4apfHZFRlWnd6Hyc1No&usp=sharing,49.4527434,11.0767762,3 MIles,3.00,4.80,1:45:30,"6,330.00","A daytime walk in Nuremberg, Germany.",Germany while it is snowing outside.,"Intro and Map, Fleischbrücke Bridge, Hauptmarkt Christmas Market, Schöner Brunnen, St. Sebaldus Church, Sister Cities Market - Rathausplatz, Hauptmarkt Christmas Market, Children’s Market - Hans-Sachs-Platz, Heubrücke, Königstraße, Church of St. Lorenz (Lorenzkirche), Handwerkerhof, Karolinenstraße, Hefnersplatz, Ludwigsplatz, Ehekarussell Fountain, Jakobsplatz, Karlsbücke, Trödelmarkt, Hangman's Bridge, Maxbrücke Bridge","Nuremberg, Bavaria, Germany, christmas market, day walk, 4K, Christmas Markets",ready,,Christmas Market
de-0012,Germany,Bavaria,Nuremberg,Christmas Market,"Nuremberg, Germany Christmas Market Evening Walk (2022)",nuremberg-christmas-market-evening-walk-2022,,evening-walk,christmas-market,2022-12-14,2022,,28,-2,https://youtu.be/RqoFI3HKitY,https://www.google.com/maps/d/edit?mid=1wGteToXpuWR_ZptphCdFiWDidioKtB0&usp=sharing,49.4531218,11.0767869,2.5 Miles,2.50,4.00,1:50:19,"6,619.00","An evening walk in Nuremberg, Germany.",This walking tour around the Christmas Markets of Nuremberg,"Fleischbrücke Bridge, Hauptmarkt - Christkindlesmarkt, Schöner Brunnen, St. Sebaldus Church, Sister Cities Market - Rathausplatz, Children’s Market - Hans-Sachs-Platz, Museum Bridge, Königstraße, Church of St. Lorenz (Lorenzkirche), Craftmen’s Courtyard (Handwerkerhof), Karolinenstraße, Hefnersplatz, Karlsbücke, Trödelmarkt, Hangman's Bridge, Maxbrücke Bridge","Nuremberg, Bavaria, Germany, christmas market, evening walk, 4K, Christmas Markets",ready,,Christmas Market
de-0013,Germany,Bavaria,Nuremberg,Christmas Market,"Nuremberg, Germany Christmas Market Evening Walk (2024)",nuremberg-christmas-market-evening-walk-2024,,evening-walk,christmas-market,2024-12-11,2024,,34,2,https://youtu.be/CRAigMYQ4cM,https://www.google.com/maps/d/u/0/edit?mid=1gAU6eK4G8ct89y55Om7ewbxkxlC-jaI&usp=sharing,49.4529828,11.0768039,3 Miles,3.00,4.80,2:09:53,"7,793.00","An evening walk in Nuremberg, Germany.",This walking tour through the Nuremberg Christmas Markets (Nürnberger Christkindlesmarkt) in Germany was filmed on Wednesday,"Fleischbrücke, Christmas Market (Christkindlesmarkt), Sister Cities Market, Original Regional Market, St. Sebaldus Church, Christmas Market, Ship of Fools, Children’s Christmas Market, Museum Bridge, Königstraße, Church of St. Lorenz, Karolinenstraße, Ludwigsplatz, Ehekarussell Fountain, Winter Village, Karlsbücke, Trödelmarkt, Hangman's Bridge, Maxbrücke, Punch Bowl, Craftmen’s Courtyard","Nuremberg, Bavaria, Germany, christmas market, evening walk, 4K, Christmas Markets",ready,,Christmas Market
de-0014,Germany,Bavaria,Nuremberg,Christmas Market,"Nuremberg, Germany Christmas Market Day Walk (2024)",nuremberg-christmas-market-day-walk-2024,,day-walk,christmas-market,2024-12-12,2024,,34,2,https://youtu.be/9AD44Xk2Jkg,https://www.google.com/maps/d/edit?mid=1_Fvtk_Zt_Tbh-gSxuoRYGJjV4Oxaj3Y&usp=sharing,49.4524958,11.0768138,3.5 Miles,3.50,5.60,2:11:50,"7,910.00","A daytime walk in Nuremberg, Germany.",🇩🇪 Experience the Daytime Magic of the Nürnberger Christkindlesmarkt!,"Fleischbrücke (Bridge), Hauptmarkt Christmas Market, Schöner Brunnen, Original Regional Market, St. Sebaldus Church, Sister Cities Market, Children’s Christmas Market, Heubrücke (Bridge), Walk along Pegnitz river, King Street (Königstraße), Church of St. Lorenz (Lorenzkirche), Craftsmen’s Courtyard (Handwerkerhof), King Street (Königstraße), Caroline Street (Karolinenstraße), Hefnersplatz, Ludwigsplatz, Marriage-Merry-Go-Round Fountain, Jakobsplatz Christmas Market, Karlsbücke (Bridge), Trödelmarkt, Hangman's Bridge, Maxbrücke (Bridge), Trödelmarkt, Feuerzangenbowle, Hauptmarkt Christmas Market","Nuremberg, Bavaria, Germany, christmas market, day walk, 4K, Christmas Markets",ready,,Christmas Market
de-0015,Germany,Bavaria,Rothenburg ob der Tauber,Christmas Market,"Rothenburg ob der Tauber, Germany Christmas Market Evening Walk (2024)",rothenburg-christmas-market-evening-walk-2024,rothenburg-christmas-market-evening-walk-2024,evening-walk,christmas-market,2024-12-13,2024,,34,1,https://youtu.be/rNwRKSRIVgk,https://www.google.com/maps/d/u/0/edit?mid=187uVESxX4xfYBW578u06GP5HgpqH0X0&usp=sharing,49.3769876,10.1788704,2.3 Miles,2.30,3.70,2:22:30,"8,550.00","An evening walk in Rothenburg ob der Tauber, Germany.",This is an evening tour through the city and Christmas Markets of Rothenburg ob der Tauber.,"Intro and Map, Marktplatz Christmas Market, Anneliese Friese STORE, Teddyland STORE, Kathe Wohlfahrt- Christmas Market STORE, Kathe Wohlfahrt - Christmas Village STORE, Grüner Markt, Kirchplatz, St. James’ Church, White Tower, Markus Tower, Röderbrunnen, Waffenkammer Medieval STORE, Friese Manuela House of 1000 Gifts STORE, Wood Art STORE, Plönlein, Siebers Tower, Kobolzeller Tower, Kathe Wohlfahrt Little Christmas Shop STORE, Observation Deck, Burggasse Wall Street, Furbringerscheune Tower, Castle Garden, Castle Gate, Herrngasse Main Street, Marktplatz","Rothenburg ob der Tauber, Bavaria, Germany, christmas market, evening walk, 4K, Christmas Markets",ready,,Christmas Market
de-0016,Germany,Bavaria,Rothenburg ob der Tauber,Christmas Market,"Rothenburg ob der Tauber, Germany Christmas Market Day Walk (2023)",rothenburg-christmas-market-day-walk-2023,rothenburg-christmas-market-day-walk-2023,day-walk,christmas-market,2023-12-01,2023,,33,0.5,https://youtu.be/EzZhJgqsdYU,https://www.google.com/maps/d/u/0/edit?mid=1sHVVO7f81QxO2fziOYRDryg3sV-1mW4&usp=sharing,49.3762341,10.1744849,3 Miles,3.00,4.80,1:38:11,"5,891.00","A daytime walk in Rothenburg ob der Tauber, Germany.",,"Drone intro and Map, Castle Gardens, Castle Gate, Street into town, Herrnbrunnen Fountain, Marktplatz Christmas Market, Alley Market, Grüner Markt, Kirchplatz Christmas Market, St. James’s Church, Plönlein/Siebers Tower, Observation Deck, Hafengasse, Markus Tower, Röderbrunnen, Röder Gate, Röderbastei, Stadtmauer (City walls), Blacksmith’s House, Spital Gate, Tauberweg Trail, Sauturm Tower, Kobolzeller Vortor, Plönlein, Marktplatz","Rothenburg ob der Tauber, Bavaria, Germany, christmas market, day walk, 4K, Christmas Markets",ready,,Christmas Market
de-0017,Germany,Bavaria,Rothenburg ob der Tauber,Christmas Market,"Rothenburg ob der Tauber, Germany Christmas Market Evening Walk (2023)",rothenburg-christmas-market-evening-walk-2023,rothenburg-christmas-market-evening-walk-2023,evening-walk,christmas-market,2023-12-01,2023,,33,0.5,https://youtu.be/jur8EnASUp0,https://www.google.com/maps/d/edit?mid=1iO1Dd-itGUW2voFIcQQUSddhMMb-DbQ&usp=sharing,49.3764428,10.1746521,2 Miles,2.00,3.20,1:38:00,"5,880.00","An evening walk in Rothenburg ob der Tauber, Germany.",This walking tour around the Christmas markets of Rothenburg ob der Tauber,"Castle Gardens, Castle Gate, Street into town, Herrnbrunnen Fountain, Marktplatz Christmas Market, Georgsbrunnen Fountain, View of Market from above, Alley Market, Grüner Markt, Kirchplatz Christmas Market, White Tower, Markus Tower, Röderbrunnen, Röder Gate, Blacksmith’s House, Obere Schmiedgasse, Plönlein/Siebers Tower, Marktplatz","Rothenburg ob der Tauber, Bavaria, Germany, christmas market, evening walk, 4K, Christmas Markets",ready,,Christmas Market
de-0018,Germany,Bavaria,Rothenburg ob der Tauber,Christmas Market,"Rothenburg ob der Tauber, Germany Christmas Market Morning Walk (2024)",rothenburg-christmas-market-morning-walk-2024,rothenburg-christmas-market-morning-walk-2024,day-walk,christmas-market,2024-12-14,2024,,34,1,https://youtu.be/611ytxlZjv0,https://www.google.com/maps/d/u/0/edit?mid=1hcVUiFrWPfM4mktCaXgBUUfUwNoYino&usp=sharing,49.3780715,10.1797458,1.82 Miles,1.82,2.90,0:48:00,"2,880.00","A daytime walk in Rothenburg ob der Tauber, Germany.",2024 starting at 8:55 AM just outside my hotel,"Marktplatz, Kathe Wohlfahrt Car, Obere Schmiedgasse Street, Plönlein, Siebersturm, Kobolzeller Turm, Plönlein, Marktplatz, Herrngasse Street, Castle Garden, Tower Trail, St. Wolfgang, Blade Gate and Wall Walk, Morning Market, Jewish Quarter","Rothenburg ob der Tauber, Bavaria, Germany, christmas market, day walk, 4K, Christmas Markets",ready,,Christmas Market
de-0019,Germany,Baden-Württemberg,Stuttgart,Christmas Market,"Stuttgart, Germany Christmas Market Evening Walk (2022)",stuttgart-christmas-market-evening-walk-2022,,evening-walk,christmas-market,2022-12-15,2022,,24,-4,https://youtu.be/DssVino8XPo,https://www.google.com/maps/d/edit?mid=1xojt_cp_5JZ1noienKSgmzvLfUrabvs&usp=sharing,48.7792057,9.1793108,1.28 miles,1.28,2.10,1:04:32,"3,872.00","An evening walk in Stuttgart, Germany.",This is an evening tour through the Christmas Markets of Stuttgart.,"Intro and Map, Schlossplatz, Christmas Market Entrance, Schillerplatz, Old Castle, Karlsplatz, Schillerplatz, Marktplatz, Sporerplatz, Marktplatz","Stuttgart, Baden-Württemberg, Germany, christmas market, evening walk, 4K, Christmas Markets",ready,,Christmas Market
de-0020,Germany,Baden-Württemberg,Stuttgart,Christmas Market,"Stuttgart, Germany Christmas Market Evening Walk (2024)",stuttgart-christmas-market-evening-walk-2024,,evening-walk,christmas-market,2024-12-14,2024,,39,4,https://youtu.be/1umZtnFfm60,https://www.google.com/maps/d/edit?mid=1EGS_qIlNTXSWTbsM6i7BtwHFKiZ7c-o&usp=sharing ,48.7786614,9.1795455,1.32 Miles,1.32,2.10,1:34:35,"5,675.00","An evening walk in Stuttgart, Germany.",Join us for an immersive tour that captures all the beautiful sights and festive sounds of the market under the glow of thousands of Christmas lights. Filmed in stunning 4K HDR,"Schlossplatz, King Street Market (Königstraße), Kids Train, Tower View, Christmas Market at Schillerplatz, Old Castle and Tree, Christmas Market at Karlsplatz, Christmas Market at Schillerplatz, Best View of Christmas Pyramid, Christmas Market at Marktplatz, Animal Stable at Sporerplatz, Christmas Market at Marktplatz","Stuttgart, Baden-Württemberg, Germany, christmas market, evening walk, 4K, Christmas Markets",ready,,Christmas Market
