tour_id,country,region,city,location,title,slug,slug_override,video_type,themes,filmed_date_iso,filmed_year,weather_summary,temp_f,temp_c,youtube_url,map_url,latitude,longitude,distance_label,distance_miles,distance_km,duration_label,duration_seconds,description_short,description_long,landmarks,keywords,status,thumbnail_path,display_location
fr-0011,France,Occitanie,Nimes,Roman City Center,"Nimes, France Evening Walk (2025)",nimes-monday-evening-walk-2025,nimes-monday-evening-walk-2025,evening-walk,"History, Ruins & Hidden Places",2025-09-16,2025,,,,,,43.8348183,4.3625220,,,,,,"An evening walk in Nimes, France.",coming soon!,,"Nimes, Occitanie, France, evening walk",draft,,Roman City Center
fr-0012,France,Occitanie,Nimes,Roman City Center,"Nimes, France Day Walk (2025)",nimes-roman-city-center-day-walk-2025,,day-walk,"History, Ruins & Hidden Places",2025-09-16,2025,,,,,,43.8329030,4.3655536,,,,,,"A daytime walk in Nimes, France.",coming soon!,,"Nimes, Occitanie, France, day walk",draft,,Roman City Center
fr-0013,France,Provence-Alpes-Côte d'Azur,Arles,Roman Old Town,"Arles, France Roman Old Town Walk (2025)",arles-roman-old-town-day-walk-2025,,day-walk,"Historic Centers & Old Towns, History, Ruins & Hidden Places",2025-09-17,2025,,,,,,43.6754155,4.6278501,,,,,,"A daytime walk in Arles, France.",coming soon!,,"Arles, Provence-Alpes-Côte d'Azur, France, day walk",draft,,Roman Old Town
fr-0014,France,Île-de-France,Paris,Paris Landmarks,"Paris, France Day Walk (2020)",paris-landmarks-day-walk-2020,paris-landmarks-day-walk-2020,day-walk,Paris & Île-de-France,2020-07-19,2020,,,,https://youtu.be/oz1Mgu8e1N4,https://www.google.com/maps/d/u/0/edit?mid=1OrG53UD3l4Ton0RpAUTcvXmpV-3-ily9&usp=sharing,48.8392528,2.3500969,12 Miles,12.00,19.30,5:38:18,"20,298.00","A daytime walk in Paris, France.","A day walk through Paris, France, featuring Rue Mouffetard Market, the Pantheon, Luxembourg Gardens, the Latin Quarter, Notre Dame, the Seine, the Louvre, the Champs-Elysees, Arc de Triomphe, Les Invalides, Rue Cler, and the Eiffel Tower.","Intro and Map, Rue Mouffetard Market, Rue Clovis, Saint-Étienne-du-Mont, Panthéon, Panthéon Crypt, Panthéon to Garden Walk, Luxembourg Gardens, Place de l'Odéon, Cour du Commerce Saint-André, Rue Grégoire de Tours, Latin Quarter, Notre Dame, Seine River Walk, Square du Vert-Galant, Pont des Arts, The Louvre, Tuileries Garden, Place de la Concorde, Av. des Champs-Élysées, Arc de Triomphe, Grand & Petit Palais, Pont Alexandre III, Les Invalides, Rue Cler","Paris, Île-de-France, France, day walk, city, Intro and Map, Rue Mouffetard Market, Rue Clovis, Saint-Étienne-du-Mont, Panthéon, Panthéon Crypt, Panthéon to Garden Walk, Luxembourg Gardens",ready,,Paris Landmarks
fr-0015,France,Île-de-France,Montmartre,Montmartre,"Montmartre, France Evening Walk (2022)",montmartre-evening-walk-2022,,evening-walk,Paris & Île-de-France,2022-07-24,2022,,87,31,https://youtu.be/hLa9PRc9DFk,https://www.google.com/maps/d/edit?mid=1mn6Ab_fs53Rwr8tgJISdZNS3xUsXkjU&usp=sharing,48.8870457,2.3396822,1.5 Miles,1.50,2.40,00:55:25,"3,325.00","An evening walk in Montmartre, France.","An evening walk through Montmartre in Paris, France, featuring Rue Norvins, Place du Tertre, Sacre-Coeur, Square Louise Michel, Place Saint-Pierre, Place des Abbesses, Rue Lepic, and Place Blanche.","Rue Norvins, Place du Tertre, En Haut des Escaliers, Place Jean Marais, Sacré-Cœur, Square Louise Michel, Place Saint-Pierre, Rue Yvonne le Tac, Place des Abbesses, Rue Lepic, Place Blanche","Paris, Montmartre, Île-de-France, France, evening walk, city, Intro and Map, Rue Norvins, Place du Tertre, En Haut des Escaliers, Place Jean Marais, Sacré-Cœur, Square Louise Michel, Place Saint-Pierre",ready,,Montmartre
fr-0016,France,Île-de-France,Montmartre,Montmartre,"Montmartre, France Day Walk (2020)",montmartre-day-walk-2020,,day-walk,Paris & Île-de-France,2020-07-18,2020,,,,https://youtu.be/yqOlY5uBBbo,https://www.google.com/maps/d/u/0/edit?mid=1z58tn9DFJwHhq1ezfXRusmF2CsDIxpO_&usp=sharing,48.8837726,2.3325304,3.5 Miles,3.50,5.60,1:53:27,"6,807.00","A daytime walk in Montmartre, France.","A day walk through Montmartre in Paris, France, featuring Moulin Rouge, Rue Lepic, Place des Abbesses, Le Moulin de la Galette, Villa Leandre, La Maison Rose, Place du Tertre, Sacre-Coeur, and the surrounding hilltop streets.","Moulin Rouge, Rue Lepic 1, Café des Deux Moulins, Rue Lepic 2, Rue des Abbesses, Rue Ravignan, Place Émile-Goudeau, Rue d'Orchampt, Le Moulin de la Galette, Avenue Junot, Villa Léandre, Square Suzanne Buisson, Rue de l'Abreuvoir, La Maison Rose, Vignes du Clos Montmartre, Rue Saint-Rustique, Place du Tertre, Place du Calvaire, Rue Poulbot, Rue Norvins, Butte de Montmartre, Sacré-Cœur, View from the dome of Sacré-Cœur, Exiting the Sacré-Cœur","Paris, Montmartre, Île-de-France, France, day walk, city, Intro and Map, Moulin Rouge, Rue Lepic 1, Café des Deux Moulins, Rue Lepic 2, Rue des Abbesses, Rue Ravignan, Place Émile-Goudeau",ready,,Montmartre
fr-0017,France,Île-de-France,Paris,Promenade Plantée,"Paris, France Promenade Plantée Walk (2020)",paris-promenade-plantee-day-walk-2020,paris-promenade-plantee-day-walk-2020,day-walk,Paris & Île-de-France,2020-07-19,2020,,,,https://youtu.be/KoORZY4TygU,https://www.google.com/maps/d/u/0/edit?mid=13zIBRD_5PE6eg6Y8fJsrS8havyO9wc3O&usp=sharing,48.8495059,2.3714394,3.3 Miles,3.30,5.30,00:57:40,"3,460.00","A daytime walk in Paris, France.","This walk follows the Coulée Verte René-Dumont, also known as the Promenade Plantée, one of Paris’s most distinctive linear parks. Beginning near Bastille, the route moves along the elevated greenway and related garden paths, including views around Jardin de Reuilly, before turning back along the same corridor. It is a quieter side of Paris, focused more on urban green space, old railway infrastructure, and a slower local atmosphere than the city’s main monument routes.","Coulée Verte René-Dumont, Promenade Plantée, Viaduc des Arts, Avenue Daumesnil, Jardin de Reuilly, Passerelle André-Léo, Allée Vivaldi","Paris, Coulée Verte René-Dumont, Promenade Plantée, promenade plantee, Paris high line, elevated park Paris, linear park Paris, former Vincennes railway, Viaduc des Arts, Avenue Daumesnil, Jardin de Reuilly, Passerelle André-Léo, Allée Vivaldi, Paris walking trail, greenway Paris",ready,,Promenade Plantée
fr-0018,France,Île-de-France,Paris,Paris Landmarks,"Paris, France Landmarks Day Walk (2017)",paris-landmarks-day-walk-2017,paris-landmarks-day-walk-2017,day-walk,Paris & Île-de-France,2017-08-05,2017,,,,https://youtu.be/ME2zyNBh3JM,https://www.google.com/maps/d/edit?mid=1jrf6k5dzILNJCjvUsGUHM-hAfMjTCD4&usp=sharing,48.8607370,2.3387863,12 miles,12.00,19.30,3:08:07,"11,287.00","A daytime walk in Paris, France.","This long daytime walk across Paris connects many of the city’s most iconic landmarks, beginning at the Louvre and continuing along the Seine to Notre-Dame. From there, the route heads west through the Tuileries, Place de la Concorde, and the Champs-Élysées to the Arc de Triomphe, then down to the Eiffel Tower, Champ de Mars, Les Invalides, and Pont Alexandre III before finishing with some of Paris’s most atmospheric old streets, including Cour du Commerce Saint-André, Rue de Buci, Rue des Rosiers, and Rue des Barres."," The Louvre Museum, - Walk along the Seine River towards Notre Dame, - Notre Dame, - Wallk along the Seine River towards Arc de Triomphe, - Tuileries Garden, - Luxor Obelisk, - Avenue des Champs-Élysées, - Arc De Triomphe, - The Eiffel Tower, - Champ de Mars Park, - The Army Museum/The National Residence of the Invalids, - Esplanade des Invalides, - Pont Alexandre III Bridge, - The Grand Palace, BEAUTIFUL PARIS STREETS, - Cour du Commerce-Saint-André, - Rue de Buci, - Rue des Rosiers & Rue Saint-Antoine, - Rue des Barres to Notre Dame","Paris, Île-de-France, France, day walk, City, - Intro, - The Louvre Museum, - Walk along the Seine River towards Notre Dame, - Notre Dame, - Wallk along the Seine River towards Arc de Triomphe, - Tuileries Garden, - Luxor Obelisk, - Avenue des Champs-Élysées",ready,,Paris Landmarks
fr-0019,France,Île-de-France,Paris,Paris Landmarks,"Paris, France Landmarks Day Walk with Music (2017)",paris-day-walk-with-music-2017,paris-day-walk-with-music-2017,day-walk,Paris & Île-de-France,2017-08-05,2017,,,,https://youtu.be/1xE3lpCIgeI,https://www.google.com/maps/d/edit?mid=1jrf6k5dzILNJCjvUsGUHM-hAfMjTCD4&usp=sharing,48.8603594,2.3385502,12 miles,12.00,19.30,3:08:16,"11,296.00","A daytime walk in Paris, France.","This daytime Paris walk follows the same landmark-rich route as the natural-sound version, but with music added throughout. Beginning at the Louvre, the route continues along the Seine to Notre-Dame, then west through the Tuileries, Place de la Concorde, the Champs-Élysées, and the Arc de Triomphe before reaching the Eiffel Tower, Champ de Mars, Les Invalides, Pont Alexandre III, and several of Paris’s most memorable old streets. It is a broad city overview built around many of Paris’s best-known sights.","The Louvre Museum, - Walk along the Seine River towards Notre Dame, - Notre Dame, - Wallk along the Seine River towards Arc de Triomphe, - Tuileries Garden, - Luxor Obelisk, - Avenue des Champs-Élysées, - Arc De Triomphe, - The Eiffel Tower, - Champ de Mars Park, - The Army Museum/The National Residence of the Invalids, - Esplanade des Invalides, - Pont Alexandre III Bridge, - The Grand Palace, BEAUTIFUL PARIS STREETS, - Cour du Commerce-Saint-André, - Rue de Buci, - Rue des Rosiers & Rue Saint-Antoine, - Rue des Barres to Notre Dame","Paris, Île-de-France, France, day walk, City, Intro, - The Louvre Museum, - Walk along the Seine River towards Notre Dame, - Notre Dame, - Wallk along the Seine River towards Arc de Triomphe, - Tuileries Garden, - Luxor Obelisk, - Avenue des Champs-Élysées",ready,,Paris Landmarks
fr-0020,France,Île-de-France,Paris,"Latin Quarter, Marais & Eiffel Tower","Paris, France Evening Walk (2022)",paris-evening-walk-2022,paris-evening-walk-2022,evening-walk,Paris & Île-de-France,2022-07-23,2022,,80,27,https://youtu.be/fKgP6JGAM_A,https://www.google.com/maps/d/edit?mid=17nTBGojUSBQ_vVo5LBLRrM1koOz5AM8&usp=sharing,48.8535941,2.3440768,8.5 Miles,8.50,13.70,2:25:33,"8,733.00","An evening walk in Paris, France.","This evening walk through Paris begins in the Latin Quarter and winds through some of the city’s most beautiful streets and squares before expanding into a broader night route across Paris. Along the way, the walk passes Place Saint-Michel, Rue de la Huchette, Notre-Dame, Rue des Barres, Rue des Rosiers, Hôtel de Ville, Bastille, the Eiffel Tower, the Louvre, Pont Neuf, and the Panthéon. It combines lively neighborhood streets, historic architecture, and major Paris landmarks, with the final stretch turning into a night bike ride through the city.","Place Saint-Michel, Rue de la Huchette, Notre-Dame, Rue Saint-Séverin, Rue de la Harpe, 8:49 PM Cour du Commerce Saint-André, Rue Grégoire de Tours, Rue de Buci, 9:23 PM Rue des Barres, Rue du Bourg Tibourg, Rue des Rosiers, Rue de Rivoli, 9:58 PM Hôtel de Ville, Seine River Walk, 10:38 PM Place de la Bastille, Rue de Lappe, Rue de Charonne, Eiffel Tower Tour 11:54 PM, Pont d'Iéna, Eiffel Tower, 12:43 AM Bike Ride, Louvre Museum, Pont Neuf, Panthéon","Paris, Île-de-France, France, evening walk, City, Intro and Map, Place Saint-Michel, Rue de la Huchette, Notre-Dame, Rue Saint-Séverin, Rue de la Harpe, 8:49 PM Cour du Commerce Saint-André, Rue Grégoire de Tours",ready,,"Latin Quarter, Marais & Eiffel Tower"
fr-0021,France,Île-de-France,Paris,Latin Quarter & Marais,"Paris, France Evening Walk (2020)",paris-latin-quarter-marais-evening-walk-2020,,evening-walk,Paris & Île-de-France,2020-07-18,2020,,,,https://youtu.be/1_XzrxXnwMM,https://www.google.com/maps/d/u/0/edit?mid=16wQePbC2KRprUMgUlxpOKlGhzIh_BXmo&usp=sharing,48.8534062,2.3438673,5.35 Miles,5.35,8.60,1:06:13,"3,973.00","An evening walk in Paris, France.","This evening walk through Paris focuses on some of the city’s most beautiful streets and neighborhoods after dark, especially around Place Saint-Michel, Rue des Barres, Rue des Rosiers, and nearby parts of the Marais and Latin Quarter. The route later expands into Bastille and includes a night bike ride, ending with views of Hôtel de Ville, the Louvre Pyramid, and the Seine. It is a strong mix of historic streets, lively nightlife areas, and classic Paris night atmosphere. ","Place Saint-Michel, Rue de la Huchette, Rue Saint-Séverin, Rue de la Harpe, Cour du Commerce Saint-André, Rue Grégoire de Tours, Rue des Barres, Rue des Rosiers, Rue de Rivoli, Rue de la Roquette, Rue de Lappe, Rue de Charonne, Hôtel de Ville, Louvre Pyramid, Seine River","Paris evening walk, Paris night walk, Paris streets at night, Latin Quarter Paris, Place Saint-Michel, Rue de la Huchette, Rue Saint-Séverin, Rue de la Harpe, Cour du Commerce Saint-André, Rue Grégoire de Tours, Rue des Barres, Rue des Rosiers, Marais Paris, Rue de Rivoli, Rue de la Roquette, Rue de Lappe, Rue de Charonne, Hôtel de Ville Paris, Louvre Pyramid at night, Seine River at night, Paris bike ride at night",ready,,Latin Quarter & Marais
fr-0022,France,Île-de-France,Paris,Paris Catacombs,"Paris, France Catacombs Tour (2020)",paris-catacombs-tour-2020,paris-catacombs-tour-2020,day-walk,"Paris & Île-de-France, History, Ruins & Hidden Places",2020-07-19,2020,,,,https://youtu.be/PEfRzws5ajk,,48.8338742,2.3323295,,,,00:22:59,"1,379.00","A daytime walk in Paris, France.","This tour explores the Paris Catacombs, one of the city’s most unusual and historic underground sites. After entering from the top-level entrance, the route descends into the ossuary and passes long corridors lined with bones and skulls, including some of the most recognizable stacked arrangements and memorial features inside the catacombs. It is a shorter but highly distinctive Paris tour focused on the underground history and atmosphere of the city rather than its streets above.","Paris Catacombs, Catacombs Entrance, Underground Ossuary, Bone Walls, Stacks of Bones and Skulls, Column of Bones, Catacombs Exit","Paris, Paris Catacombs, Île-de-France, France, day walk, Historic Site",ready,,Paris Catacombs
fr-0023,France,Île-de-France,Paris,Luxembourg Gardens,"Paris, France Luxembourg Gardens Walk (2020)",paris-luxemburg-gardens-day-walk-2020,paris-luxemburg-gardens-day-walk-2020,day-walk,Paris & Île-de-France,2020-07-19,2020,,85,29,https://youtu.be/bibZZXvk-UE,https://www.google.com/maps/d/edit?mid=17aM1KjVmJnKKh-4IQxmxcH11uMWH06g&usp=sharing,48.8468681,2.3402653,1.34 Miles,1.34,2.20,00:29:09,"1,749.00","A daytime walk in Paris, France.","This walk explores Luxembourg Gardens, one of Paris’s most elegant and relaxing public spaces. Beginning at Porte Gay-Lussac, the route circles the Grand Basin, passes the sailboats, Porte de l’Observatoire, Porte Fleurus, the basketball court, the Statue of Liberty, the Orangerie du Sénat, the rose garden, the Delacroix monument, and the Palais du Luxembourg before exiting near Porte Odéon. It is a compact Paris garden walk centered on the beauty, layout, and atmosphere of the Jardin du Luxembourg.","Coulée Verte René-Dumont, Promenade Plantée, Viaduc des Arts, Avenue Daumesnil, Jardin de Reuilly, Passerelle André-Léo, Allée Vivaldi","Paris, Coulée Verte René-Dumont, Promenade Plantée, promenade plantee, Paris high line, elevated park Paris, linear park Paris, former Vincennes railway, Viaduc des Arts, Avenue Daumesnil, Jardin de Reuilly, Passerelle André-Léo, Allée Vivaldi, Paris walking trail, greenway Paris",ready,,Luxembourg Gardens
fr-0024,France,Île-de-France,Paris,Eiffel Tower,"Paris, France | Eiffel Tower Tour (2020)",paris-eiffel-tower-day-walk-2020,paris-eiffel-tower-day-walk-2020,day-walk,Paris & Île-de-France,2020-07-19,2020,,,,https://youtu.be/Lrj8LEZ9FA4,,48.8571005,2.2962516,,,,00:52:45,"3,165.00","A daytime walk in Paris, France.","This tour focuses on the full Eiffel Tower experience, beginning on the ground near Champ de Mars and continuing through the entrance and elevator rides up the monument. The route includes Level 2, the summit interior and exterior, the descent to Level 1, and the stairs back down to ground level. Rather than a general city walk, this video is an attraction-focused tour of one of Paris’s most famous landmarks from entrance to exit.","Eiffel Tower, Champ de Mars, Eiffel Tower Summit, Eiffel Tower Level 2, Eiffel Tower Level 1","Eiffel Tower tour, Eiffel Tower entrance, Eiffel Tower security checkpoint, Eiffel Tower ticket process, Eiffel Tower elevator, Eiffel Tower level 2, Eiffel Tower summit, Eiffel Tower level 3, Eiffel Tower stairs, views from the Eiffel Tower, Paris from the Eiffel Tower, Champ de Mars",ready,,Eiffel Tower
fr-0025,France,Île-de-France,Chessy,Disneyland Paris,"Disneyland, Paris 4K Tour (2020)",disneyland-paris-tour-2020,disneyland-paris-tour-2020,day-walk,Paris & Île-de-France,2020-07-20,2020,,91,33,https://youtu.be/ALXKzjfWj8E,https://www.google.com/maps/d/u/0/edit?mid=1ZXn9hSbexp0OsbA1VmbsfP0qVPNVZ4qO&usp=sharing,48.8686669,2.7820047,7 Miles,7.00,11.30,3:02:24,"10,944.00","A daytime walk in Chessy, France.","This tour explores Disneyland Paris across multiple themed lands, attractions, and character moments, beginning at the park entrance and moving through Main Street, Fantasyland, Discoveryland, Frontierland, and Adventureland. Along the way, it includes highlights such as Sleeping Beauty Castle, It’s a Small World, Autopia, Big Thunder Mountain, Pirates of the Caribbean, Peter Pan’s Flight, and several shop and train segments. It is a full park experience rather than a traditional city walk, built around the atmosphere and layout of Disneyland Paris.","Entrance, Town Square, Meet Donald Duck, Mainstreet, U.S.A., Meet Winnie the Pooh, Central Plaza, Sleeping Beauty Castle (Le Château de la Belle au Bois Dormant), FANTASYLAND, Carousel Ride, Alice's Curious Labyrinth, The Land of Fairy Tales Ride, Casey Jr. The Little Circus Train Ride, It's a Small World Ride, Meet Geppetto, DISCOVERYLAND, Autopia Ride, FRONTIERLAND, Mark Twain River Boat Ride, Big Thunder Mountain Ride, ADVENTURELAND, Pirates of the Caribbean Ride, Peter Pan's Flight Ride, Sleeping Beauty Castle, Mainstreet U.S.A","Disneyland Paris, Île-de-France, France, day walk, Theme Park, Intro and Map, Entrance, Town Square, Meet Donald Duck, Mainstreet, U.S.A., Meet Winnie the Pooh, Central Plaza",ready,,Disneyland Paris
