tour_id,country,region,city,location,title,slug,slug_override,video_type,themes,filmed_date_iso,filmed_year,weather_summary,temp_f,temp_c,youtube_url,map_url,latitude,longitude,distance_label,distance_miles,distance_km,duration_label,duration_seconds,description_short,description_long,landmarks,keywords,status,thumbnail_path,
it-0011,Italy,Campania,Amalfi,Amalfi,"Amalfi, Italy 4K Walking Tour (2020)",amalfi-day-walk-2020,,day-walk,"coastal, historic-center, world-heritage-site",2020-06-27,2020,,,,https://youtu.be/EJ5Ju8-t3jk,https://www.google.com/maps/d/u/0/edit?mid=1mckBXjUaq7pZl8PqYi2Xulr7ytBzbBVx&usp=sharing,40.6309783,14.599758,,,,1:43:56,6236,"A daytime walk in Amalfi, Italy.","An evening walking tour of Amalfi, Italy filmed on June 16, 2022 starting at 9:55 pm along the Amalfi Drive. The walk passes Marina Grande harbor, Piazza Flavio Gioia, Piazza Duomo, Amalfi Cathedral, Via Lorenzo, Piazza dei Dogi, the fountain La Fontana De Cape E Ciucci, and ends at the Ferry Terminal.","Amalfi Drive, Marina Grande, Piazza Flavio Gioia, Piazza Duomo, Amalfi Cathedral, Via Lorenzo, Piazza dei Dogi, La Fontana De Cape E Ciucci, Ferry Terminal","Amalfi, evening walk, summer nights, 4K60fps, Amalfi Drive, Marina Grande, Piazza Duomo, Amalfi Cathedral, Piazza Flavio Gioia, Via Lorenzo, ferry terminal, coastal town",ready,,"coastal, historic-center, world-heritage-site, waterfront"
it-0012,Italy,Campania,Amalfi,Amalfi,"Amalfi, Italy 4K Valle dell Ferreire Hike (2022)",amalfi-hike-2022,,hike,"coastal, world-heritage-site",2022-01-16,2022,,,,https://youtu.be/BzI4brnBuM8,https://www.google.com/maps/d/u/0/edit?mid=1tO7pVq76nzDVF6hD41j5TqctEgPoiBzp&usp=sharing ,40.6431542,14.6033529,,,,2:54:31,10471,"A hike in Amalfi, Italy.","A 4K hike along Valle delle Ferriere (Valley of the Mills) near Amalfi, filmed January 16, 2022. The trail follows the river through lush vegetation, past historic paper mills and waterfalls in the mountainous hinterland of the Amalfi Coast.","Valle delle Ferriere, Valley of the Mills, historic paper mills, waterfalls, Amalfi hinterland","Amalfi, hike, Valle delle Ferriere, Valley of the Mills, 4K, waterfall, paper mills, nature trail, Amalfi Coast hinterland",ready,,"coastal, world-heritage-site"
it-0013,Italy,Campania,Amalfi,Amalfi,"Amalfi, Italy 4K Evening Tour (2022)",amalfi-evening-walk-2022,,evening-walk,"coastal, historic-center, world-heritage-site",2022-06-16,2022,,,,https://youtu.be/JoRjptaKCIA,https://www.google.com/maps/d/edit?mid=1XqTyO-Ho7iztl1jFFVkxYOkLEpalfCM&usp=sharing,40.6336782,14.604804,,,,0:55:46,3346,"An evening walk in Amalfi, Italy.",,,,ready,,"coastal, historic-center, world-heritage-site"
it-0014,Italy,Campania,Amalfi,Amalfi,"Amalfi, Italy 4K Walking Tour (2022)",amalfi-day-walk-2022,,day-walk,"coastal, historic-center, world-heritage-site",2022-07-30,2022,,,,https://youtu.be/U-Q27n2zzKY,https://www.google.com/maps/d/edit?mid=1Eakqjm7yV1yH5N2Ii2x2crX082MyIFc&usp=sharing,40.6335149,14.6048977,,,,2:40:10,9610,"A daytime walk in Amalfi, Italy.","A full daytime walking tour of Amalfi, Italy filmed July 30, 2022. The route covers the main streets, squares, cathedral area, harbor views, and scenic coastal spots in the heart of the Amalfi Coast.","Amalfi Cathedral area, Piazza Duomo, harbor, main streets, coastal viewpoints","Amalfi, walking tour, 4K, daytime, Amalfi Coast, Piazza Duomo, cathedral, harbor, coastal town",ready,,"coastal, historic-center, world-heritage-site, waterfront"
it-0015,Italy,Campania,Amalfi,Amalfi,"Amalfi, Italy 4K Walking Tour (2025)",amalfi-day-walk-2025,,day-walk,"coastal, historic-center, world-heritage-site",2025-06-13,2025,,,,https://youtu.be/oQWeQbw8taw,https://www.google.com/maps/d/u/0/edit?mid=1VEt4jVhv3RxerWqWghQU-D4OILKN_9s&usp=sharing,40.6334239,14.6050108,,,,1:58:45,7125,"A daytime walk in Amalfi, Italy.","A 4K daytime walking tour of Amalfi filmed on June 13, 2025. The walk explores the historic center, streets, squares, and coastal views of this iconic Amalfi Coast town.","Amalfi historic center, main squares, coastal streets","Amalfi, walking tour, 4K, 2025, Amalfi Coast, historic center, daytime walk",ready,,"coastal, historic-center, world-heritage-site"
it-0016,Italy,Campania,Amalfi,Amalfi,"Amalfi, Italy 4K Driving to Amalfi Timelapse",amalfi-drive-tour-timelapse-2022,amalfi-drive-tour-timelapse-2022,drive-tour,"coastal, world-heritage-site",2022-01-16,2022,,,,https://youtu.be/mQMJc3evtZ8,https://www.google.com/maps/d/u/0/edit?mid=1TB-sJSFG5a4BtqSPOrA6BTlBxn3E0EY&usp=sharing ,40.9860574,14.2369923,,,,0:06:24,384,"A driving tour in Amalfi, Italy.","A short 4K timelapse driving tour approaching Amalfi, filmed January 16, 2022. The video shows the scenic road descent with coastal and town views.","Approach road to Amalfi, Amalfi town views","Amalfi, driving tour, timelapse, 4K, coastal road, approach to Amalfi",ready,,"coastal, world-heritage-site"
it-0017,Italy,Campania,Amalfi,Amalfi,"Amalfi, Italy 4K Bike Tour",amalfi-bike-tour-2022,,bike-tour,"coastal, historic-center, world-heritage-site",2022-01-16,2022,,,,https://youtu.be/UCxXQkTDbTc,https://www.google.com/maps/d/u/0/edit?mid=1G3Iwqyvteqs6Rp2dQivyb0XS7K3DlGc&usp=sharing  ,40.6335186,14.6016158,,,,0:49:43,2983,"A bike tour in Amalfi, Italy.","A 4K bike tour starting in Amalfi and ending high up in the hills in the town of Pontone, filmed January 16, 2022. The ride explores the compact historic center and surrounding roads.","Amalfi streets, historic center, Pontone","Amalfi, bike tour, 4K, cycling, Amalfi Coast, town streets",ready,,"coastal, historic-center, world-heritage-site"
it-0018,Italy,Campania,Amalfi,Amalfi,"Amalfi, Italy 4K Valle delle Ferriere HIke",amalfi-hike-2021,,hike,"coastal, world-heritage-site",2021-11-20,2021,,,,https://youtu.be/ujv7m11ooMY,https://www.google.com/maps/d/u/0/edit?mid=1I1ZSdIUD-XeRSLjsrcSI0SvbsrNTiUU&usp=sharing,40.6332911,14.6031496,,,,2:28:36,8916,"A hike in Amalfi, Italy.","A 4K hike in Valle delle Ferriere near Amalfi, filmed November 20, 2021. The trail winds through the green valley with historic mills, river, and waterfalls.","Valle delle Ferriere, historic paper mills, river, waterfalls","Amalfi, hike, Valle delle Ferriere, Valley of the Mills, waterfalls, nature, 4K",ready,,"coastal, world-heritage-site"
it-0019,Italy,Campania,Amalfi,Amalfi,"Amalfi, Italy 4K Driving to Amalfi",amalfi-drive-tour-2022,,drive-tour,"coastal, world-heritage-site",2022-03-13,2022,,,,https://youtu.be/HS1nT5OHLls,https://www.google.com/maps/d/u/0/edit?mid=1J7Af5daMo2IG8QZXjZFaWzwK86CMAnY&usp=sharing,40.9870407,14.2413248,,,,1:22:16,4936,"A driving tour in Amalfi, Italy.",,,,ready,,"coastal, world-heritage-site"
it-0020,Italy,Campania,Valle di Maddaloni,Aqueduct of Vanvitelli,"Aqueduct of Vanvitelli, Italy Drone Tour",aqueduct-of-vanvitelli-drone-tour,aqueduct-of-vanvitelli-drone-tour,drone-tour,,2019-10-08,2019,,,,https://youtu.be/CyiMlcRKE9w,,41.0593405,14.4021993,,,,0:02:33,153,"A drone tour in Valle di Maddaloni, Italy.",,,,ready,,
it-0021,Italy,Campania,Atrani,Atrani,"Atrani, Italy 4K Walking Tour (2025)",atrani-day-walk-2025,,day-walk,"coastal, world-heritage-site",2025-06-13,2025,,,,https://youtu.be/zuS2SjuxlDI,https://www.google.com/maps/d/edit?mid=1W1kcgU4KgrUQDO9WINUmHHsS9BEZ_EQ&usp=sharin,40.6337882,14.6065518,,,,0:54:38,3278,"A daytime walk in Atrani, Italy.",,,,ready,,"coastal, world-heritage-site"
it-0022,Italy,Campania,Aversa,Aversa,"Aversa, Italy 4K Walking Tour (2018)",aversa-day-walk-2018,,day-walk,historic-center,2018-01-28,2018,,,,https://youtu.be/C99feskJLS8,,40.9686741,14.2079231,,,,0:11:59,719,"A daytime walk in Aversa, Italy.",,,,ready,,historic-center
it-0023,Italy,Campania,Aversa,Aversa,"Aversa, Italy 4K Night Tour (2018)",aversa-evening-walk-2018,,evening-walk,historic-center,2018-01-27,2018,,,,https://youtu.be/DXVgSjUVIwE,,40.9689374,14.2079231,,,,0:13:23,803,"An evening walk in Aversa, Italy.",,,,ready,,historic-center
it-0024,Italy,Campania,Aversa,Aversa,"Aversa, Italy 4K Night Walk (2022)",aversa-evening-walk-2022,,evening-walk,historic-center,2022-04-23,2022,,,,https://youtu.be/pCTfjxZaPk0,https://www.google.com/maps/d/u/0/edit?mid=1aM3nS0SAUQ8R-5zE50VMqb3pz9W-UbhN&usp=sharing,40.9691789,14.2079342,,,,0:47:00,2820,"An evening walk in Aversa, Italy.",,,,ready,,historic-center
it-0025,Italy,Campania,Aversa,Aversa,"Aversa, Italy 4K Bike Tour with Osmo Pocket",aversa-bike-tour-osmo-pocket-2020,aversa-bike-tour-osmo-pocket-2020,bike-tour,historic-center,2020-05-09,2020,,,,https://youtu.be/87SemGdN7jA,https://drive.google.com/open?id=1_Ts0SgBpVUtBaOTOjdjl6RA02BQollRS,40.968394,14.2079349,,,,0:21:06,1266,"A bike tour in Aversa, Italy.",,,,ready,,historic-center
it-0026,Italy,Campania,Aversa,Aversa,"Aversa, Italy 4K Bike Tour with Gopro",aversa-bike-tour-gopro-2020,aversa-bike-tour-gopro-2020,bike-tour,historic-center,2020-05-09,2020,,,,https://youtu.be/JrQ4npcERM4,https://drive.google.com/open?id=1_Ts0SgBpVUtBaOTOjdjl6RA02BQollRS,40.9680972,14.2079186,,,,0:22:50,1370,"A bike tour in Aversa, Italy.",,,,ready,,historic-center
it-0027,Italy,Campania,Baia,Baia,"Baia, Italy 4K Roman Baths Walking Tour (2018)",baia-day-walk-2018,,day-walk,"coastal, ancient-site, roman-ruins, archaeological-site",2018-09-01,2018,,,,https://youtu.be/DsXUObRRMKg,https://www.google.com/maps/d/edit?mid=1WoFm_d5s5uICVeAVyvZAMZRkWaboOIQ&usp=sharing,40.8182405,14.0693977,,,,1:45:14,6314,"A daytime walk in Baia, Italy.",,,,ready,,"coastal, ancient-site, roman-ruins, archaeological-site"
it-0028,Italy,Campania,Baia,Baia,"Baia, Italy 4K Roman Baths Walking Tour (2022) with Sony",baia-day-walk-sony-2022,baia-day-walk-sony-2022,day-walk,"coastal, ancient-site, roman-ruins, archaeological-site",2022-04-28,2022,,,,https://youtu.be/qYU5-1nz6O0,https://docs.google.com/presentation/d/e/2PACX-1vQIyOuqU1SXMZvsOq6IGjxX1F79XOlsC_lE3SeAyvKAWS5z0804Ts8X-Faf5Asc8nXLqdNZGDbwPr9X/pub?start=false&loop=false&delayms=3000,40.8181608,14.0694502,,,,1:26:28,5188,"A daytime walk in Baia, Italy.",,,,ready,,"coastal, ancient-site, roman-ruins, archaeological-site"
it-0029,Italy,Campania,Baia,Baia,"Baia, Italy 4K Roman Baths Walking Tour (2022) with Gopro",baia-day-walk-gopro-2022,baia-day-walk-gopro-2022,day-walk,"coastal, ancient-site, roman-ruins, archaeological-site",2022-04-28,2022,,,,https://youtu.be/IOKgsM83RPQ,,40.8182446,14.0695118,,,,1:13:59,4439,"A daytime walk in Baia, Italy.",,,,ready,,"coastal, ancient-site, roman-ruins, archaeological-site"
it-0030,Italy,Campania,Baia,Baia,"Baia, Italy 4K Family Video Walking Tour",baia-day-walk-2017,,day-walk,"coastal, ancient-site, roman-ruins, archaeological-site",2017-01-01,2017,,,,https://youtu.be/ZRGB7Udliz4,,40.8178051,14.0694836,,,,0:05:01,301,"A daytime walk in Baia, Italy.",,,,ready,,"coastal, ancient-site, roman-ruins, archaeological-site"
it-0031,Italy,Campania,Bocca della Selva,Bocca della Selva,"Bocca della Selva, Italy 4K Drone Tour",bocca-della-selva-drone-tour,bocca-della-selva-drone-tour,drone-tour,,,,,,,https://youtu.be/ZzXvCixymFQ,,41.3777757,14.4983758,,,,0:03:02,182,"A drone tour in Bocca della Selva, Italy.",,,,ready,,
it-0032,Italy,Campania,Capri,Capri,"Capri, Italy 4K Bike Tour (2020)",capri-bike-tour-2020,,bike-tour,"coastal, island",2020-06-11,2020,,,,https://youtu.be/qzYx6vcs-2o,https://www.google.com/maps/d/edit?mid=1D4kznv5dJgqzjPkeU5CgCxh3GIg4YbiW&usp=sharing ,40.5573653,14.2395467,,,,1:59:34,7174,"A bike tour in Capri, Italy.",,,,ready,,"coastal, island"
it-0033,Italy,Campania,Capri,Capri,"Capri, Italy 4K Night Tour (2021)",capri-evening-walk-2021,,evening-walk,"coastal, island",2021-06-26,2021,,,,https://youtu.be/Mtdo0QGj_N0,https://www.google.com/maps/d/u/0/edit?mid=1jX2yw-UmgBC-XuRzqqbwnN0D1IBVx6S8&usp=sharing,40.5508466,14.2425774,,,,1:09:48,4188,"An evening walk in Capri, Italy.",,,,ready,,"coastal, island"
it-0034,Italy,Campania,Capri,Capri,"Capri, Italy 4K Walking Tour (2021)",capri-day-walk-2021,,day-walk,"coastal, island",2021-06-26,2021,,,,https://youtu.be/32yElDRWJPQ,https://www.google.com/maps/d/u/0/edit?mid=1-ZB9VR00ee6dJAt5H3-mwNQqqYi6ptQJ&usp=sharing,40.5569914,14.2392666,,,,4:04:21,14661,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, island"
it-0035,Italy,Campania,Capri,Capri,"Capri, Italy 4K Walking Tour (2022)",capri-day-walk-2022,,day-walk,"coastal, island",2022-06-18,2022,,,,https://youtu.be/fk8qFVgslAM,https://www.google.com/maps/d/u/0/edit?mid=1aNBh6QPmjsiOmJSUeU6bTw0IXuszxsY&usp=sharing,40.5563066,14.2388482,,,,4:38:59,16739,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, island"
it-0036,Italy,campania,Capri,Capri,"Capri, Italy 4K Monte Solaro Hike",capri-hike-2018,,hike,"coastal, island",2018-10-14,2018,,,,https://youtu.be/u1DXzDTkysg,,40.5452768,14.22393,,,,0:34:57,2097,"A hike in Capri, Italy.",,,,ready,,"coastal, island"
it-0037,Italy,Campania,Capri,Capri,"Capri, Italy 4K Certosa di San Giacomo Drone Tour",capri-certosa-di-san-giacomo-drone-tour,capri-certosa-di-san-giacomo-drone-tour,drone-tour,"coastal, waterfront, island",,,,,,https://youtu.be/UjOn44iHhQc,,40.547756,14.2452097,,,,0:02:39,159,"A drone tour in Capri, Italy.",,,,ready,,"coastal, waterfront, island"
it-0038,Italy,Campania,Capri,Capri,"Capri, Italy 4K Drone Tour",capri-drone-tour,capri-drone-tour,drone-tour,"coastal, island",,,,,,https://youtu.be/_yq9REtm9TQ,,40.5444773,14.2435144,,,,0:02:15,135,"A drone tour in Capri, Italy.",,,,ready,,"coastal, island"
it-0039,Italy,Campania,Capri,Capri,"Capri, Italy 4K Pizzolungo Trail & Natural Arch Walking Tour (2018)",capri-pizzolungo-trail-natural-arch-walk-2018,capri-pizzolungo-trail-natural-arch-walk-2018,day-walk,"coastal, island",2018-10-12,2018,,,,https://youtu.be/kv0CwdSGb_A,,40.5452375,14.2500932,,,,0:42:11,2531,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, island"
it-0040,Italy,Campania,Capri,Capri,"Capri, Italy 4K Marina Grande Walking Tour (2018)",capri-marina-grande-walk-captions-2018,capri-marina-grande-walk-captions-2018,day-walk,"coastal, waterfront, island",2018-10-13,2018,,,,https://youtu.be/T0XVmsd7Z7A,,40.5571679,14.2393992,,,,0:38:52,2332,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, waterfront, island"
it-0041,Italy,Campania,Capri,Capri,"Capri, Italy 4K Marina Grande (No Captions) Walking Tour",capri-marina-grande-walk-no-captions-2018,capri-marina-grande-walk-no-captions-2018,day-walk,"coastal, waterfront, island",2018-10-13,2018,,,,https://youtu.be/4iw1noVQMsE,,40.5571093,14.2395695,,,,0:38:38,2318,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, waterfront, island"
it-0042,Italy,Campania,Capri,Capri,"Capri, Italy 4K La Piazzetta & Capri Town Walking Tour (2018)",capri-la-piazzetta-town-walk-2018,capri-la-piazzetta-town-walk-2018,day-walk,"coastal, island, historic-center",2018-10-13,2018,,,,https://youtu.be/0HQTXioQkfU,,40.5509822,14.2426879,,,,0:37:48,2268,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, island, historic-center"
it-0043,Italy,Campania,Capri,Capri,"Capri, Italy 4K La Piazzetta & Capri Town (No Captions) Walking Tour",capri-la-piazzetta-town-no-captions-walk-2018,capri-la-piazzetta-town-no-captions-walk-2018,day-walk,"coastal, island, historic-center",2018-10-13,2018,,,,https://youtu.be/QDmID2VT9ZA,,40.5508344,14.2427823,,,,0:37:10,2230,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, island, historic-center"
it-0044,Italy,Campania,Capri,Capri,"Capri, Italy 4K Faraglioni Rocks & Pizzolungo Trail Walking Tour",capri-faraglioni-rocks-pizzolungo-trail-walk-2018,capri-faraglioni-rocks-pizzolungo-trail-walk-2018,day-walk,"coastal, island",,,,,,https://youtu.be/c6O0DAE3NMo,,40.5451992,14.2500121,,,,0:16:19,979,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, island"
it-0045,Italy,Campania,Capri,Capri,"Capri, Italy 4K Belvedere Tragara Walking Tour",capri-belvedere-tragara-walk-2018,capri-belvedere-tragara-walk-2018,day-walk,"coastal, island",,,,,,https://youtu.be/tS1_DsVeGxU,,40.5508905,14.2429829,,,,0:50:12,3012,"A daytime walk in Capri, Italy.",,,,ready,,"coastal, island"
it-0046,Italy,Campania,Capri,Capri,"Capri, Italy 4K Gardens of Augustus Drone Tour",capri-gardens-of-augustus-drone-tour,capri-gardens-of-augustus-drone-tour,drone-tour,"coastal, island",,,,,,https://youtu.be/PWV7smXgqK0,,40.5472995,14.2431444,,,,0:02:20,140,"A drone tour in Capri, Italy.",,,,ready,,"coastal, island"
