tour_id,country,region,city,location,title,slug,slug_override,video_type,themes,filmed_date_iso,filmed_year,weather_summary,temp_f,temp_c,youtube_url,map_url,latitude,longitude,distance_label,distance_miles,distance_km,duration_label,source_sheet
it-0028,Italy,Campania,Baia,Baia,"Baia, Italy 4K Roman Baths Walking Tour (2022) with Sony",baia-day-walk-sony-2022,baia-day-walk-sony-2022,day-walk,"coastal, ancient-site, roman-ruins, archaeological-site",2022-04-28,2022,,,,https://youtu.be/qYU5-1nz6O0,https://docs.google.com/presentation/d/e/2PACX-1vQIyOuqU1SXMZvsOq6IGjxX1F79XOlsC_lE3SeAyvKAWS5z0804Ts8X-Faf5Asc8nXLqdNZGDbwPr9X/pub?start=false&loop=false&delayms=3000,40.8181608,14.0694502,,,,1:26:28,Italy
it-0029,Italy,Campania,Baia,Baia,"Baia, Italy 4K Roman Baths Walking Tour (2022) with Gopro",baia-day-walk-gopro-2022,baia-day-walk-gopro-2022,day-walk,"coastal, ancient-site, roman-ruins, archaeological-site",2022-04-28,2022,,,,https://youtu.be/IOKgsM83RPQ,,40.8182446,14.0695118,,,,1:13:59,Italy
it-0030,Italy,Campania,Baia,Baia,"Baia, Italy 4K Family Video Walking Tour",baia-day-walk-2017,,day-walk,"coastal, ancient-site, roman-ruins, archaeological-site",2017-01-01,2017,,,,https://youtu.be/ZRGB7Udliz4,,40.8178051,14.0694836,,,,0:05:01,Italy
it-0031,Italy,Campania,Bocca della Selva,Bocca della Selva,"Bocca della Selva, Italy 4K Drone Tour",bocca-della-selva-drone-tour,bocca-della-selva-drone-tour,drone-tour,,,,,,,https://youtu.be/ZzXvCixymFQ,,41.3777757,14.4983758,,,,0:03:02,Italy
it-0032,Italy,Campania,Capri,Capri,"Capri, Italy 4K Bike Tour (2020)",capri-bike-tour-2020,,bike-tour,"coastal, island",2020-06-11,2020,,,,https://youtu.be/qzYx6vcs-2o,https://www.google.com/maps/d/edit?mid=1D4kznv5dJgqzjPkeU5CgCxh3GIg4YbiW&usp=sharing ,40.5573653,14.2395467,,,,1:59:34,Italy
it-0033,Italy,Campania,Capri,Capri,"Capri, Italy 4K Night Tour (2021)",capri-evening-walk-2021,,evening-walk,"coastal, island",2021-06-26,2021,,,,https://youtu.be/Mtdo0QGj_N0,https://www.google.com/maps/d/u/0/edit?mid=1jX2yw-UmgBC-XuRzqqbwnN0D1IBVx6S8&usp=sharing,40.5508466,14.2425774,,,,1:09:48,Italy
it-0034,Italy,Campania,Capri,Capri,"Capri, Italy 4K Walking Tour (2021)",capri-day-walk-2021,,day-walk,"coastal, island",2021-06-26,2021,,,,https://youtu.be/32yElDRWJPQ,https://www.google.com/maps/d/u/0/edit?mid=1-ZB9VR00ee6dJAt5H3-mwNQqqYi6ptQJ&usp=sharing,40.5569914,14.2392666,,,,4:04:21,Italy
it-0035,Italy,Campania,Capri,Capri,"Capri, Italy 4K Walking Tour (2022)",capri-day-walk-2022,,day-walk,"coastal, island",2022-06-18,2022,,,,https://youtu.be/fk8qFVgslAM,https://www.google.com/maps/d/u/0/edit?mid=1aNBh6QPmjsiOmJSUeU6bTw0IXuszxsY&usp=sharing,40.5563066,14.2388482,,,,4:38:59,Italy
it-0036,Italy,campania,Capri,Capri,"Capri, Italy 4K Monte Solaro Hike",capri-hike-2018,,hike,"coastal, island",2018-10-14,2018,,,,https://youtu.be/u1DXzDTkysg,,40.5452768,14.22393,,,,0:34:57,Italy
it-0037,Italy,Campania,Capri,Capri,"Capri, Italy 4K Certosa di San Giacomo Drone Tour",capri-certosa-di-san-giacomo-drone-tour,capri-certosa-di-san-giacomo-drone-tour,drone-tour,"coastal, waterfront, island",,,,,,https://youtu.be/UjOn44iHhQc,,40.547756,14.2452097,,,,0:02:39,Italy
it-0038,Italy,Campania,Capri,Capri,"Capri, Italy 4K Drone Tour",capri-drone-tour,capri-drone-tour,drone-tour,"coastal, island",,,,,,https://youtu.be/_yq9REtm9TQ,,40.5444773,14.2435144,,,,0:02:15,Italy
it-0039,Italy,Campania,Capri,Capri,"Capri, Italy 4K Pizzolungo Trail & Natural Arch Walking Tour (2018)",capri-pizzolungo-trail-natural-arch-walk-2018,capri-pizzolungo-trail-natural-arch-walk-2018,day-walk,"coastal, island",2018-10-12,2018,,,,https://youtu.be/kv0CwdSGb_A,,40.5452375,14.2500932,,,,0:42:11,Italy
it-0040,Italy,Campania,Capri,Capri,"Capri, Italy 4K Marina Grande Walking Tour (2018)",capri-marina-grande-walk-captions-2018,capri-marina-grande-walk-captions-2018,day-walk,"coastal, waterfront, island",2018-10-13,2018,,,,https://youtu.be/T0XVmsd7Z7A,,40.5571679,14.2393992,,,,0:38:52,Italy
it-0041,Italy,Campania,Capri,Capri,"Capri, Italy 4K Marina Grande (No Captions) Walking Tour",capri-marina-grande-walk-no-captions-2018,capri-marina-grande-walk-no-captions-2018,day-walk,"coastal, waterfront, island",2018-10-13,2018,,,,https://youtu.be/4iw1noVQMsE,,40.5571093,14.2395695,,,,0:38:38,Italy
it-0042,Italy,Campania,Capri,Capri,"Capri, Italy 4K La Piazzetta & Capri Town Walking Tour (2018)",capri-la-piazzetta-town-walk-2018,capri-la-piazzetta-town-walk-2018,day-walk,"coastal, island, historic-center",2018-10-13,2018,,,,https://youtu.be/0HQTXioQkfU,,40.5509822,14.2426879,,,,0:37:48,Italy
it-0043,Italy,Campania,Capri,Capri,"Capri, Italy 4K La Piazzetta & Capri Town (No Captions) Walking Tour",capri-la-piazzetta-town-no-captions-walk-2018,capri-la-piazzetta-town-no-captions-walk-2018,day-walk,"coastal, island, historic-center",2018-10-13,2018,,,,https://youtu.be/QDmID2VT9ZA,,40.5508344,14.2427823,,,,0:37:10,Italy
it-0044,Italy,Campania,Capri,Capri,"Capri, Italy 4K Faraglioni Rocks & Pizzolungo Trail Walking Tour",capri-faraglioni-rocks-pizzolungo-trail-walk-2018,capri-faraglioni-rocks-pizzolungo-trail-walk-2018,day-walk,"coastal, island",,,,,,https://youtu.be/c6O0DAE3NMo,,40.5451992,14.2500121,,,,0:16:19,Italy
it-0045,Italy,Campania,Capri,Capri,"Capri, Italy 4K Belvedere Tragara Walking Tour",capri-belvedere-tragara-walk-2018,capri-belvedere-tragara-walk-2018,day-walk,"coastal, island",,,,,,https://youtu.be/tS1_DsVeGxU,,40.5508905,14.2429829,,,,0:50:12,Italy
it-0046,Italy,Campania,Capri,Capri,"Capri, Italy 4K Gardens of Augustus Drone Tour",capri-gardens-of-augustus-drone-tour,capri-gardens-of-augustus-drone-tour,drone-tour,"coastal, island",,,,,,https://youtu.be/PWV7smXgqK0,,40.5472995,14.2431444,,,,0:02:20,Italy
it-0047,Italy,Campania,Capri,Capri,"Capri, Italy 4K Gardens of Augustus & Via Krupp Views Walking Tour (2018)",capri-gardens-of-augustus-walk-2018,capri-gardens-of-augustus-walk-2018,day-walk,"coastal, island",2018-10-14,2018,,,,https://youtu.be/hJG9aZuAkNU,,40.5507275,14.2426919,,,,1:01:39,Italy
it-0048,Italy,Campania,Capri,Capri,"Capri, Italy 4K Villa Jovis Tour Walking Tour (2018)",capri-villa-jovis-walk-2018,capri-villa-jovis-walk-2018,day-walk,"coastal, island, ancient-site, roman-ruins, archaeological-site",2018-10-12,2018,,,,https://youtu.be/JMGL5yRDXp4,,40.5571132,14.2623749,,,,0:26:22,Italy
it-0049,Italy,Campania,Capri,Capri,"Capri, Italy 4K Villa Jovis Drone Tour",capri-villa-jovis-drone-tour,capri-villa-jovis-drone-tour,drone-tour,"coastal, island, ancient-site, roman-ruins, archaeological-site",,,,,,https://youtu.be/HYye0qukHHE,,40.558055,14.262645,,,,0:02:24,Italy
it-0050,Italy,Campania,Capri,Capri,"Capri, Italy 4K Via Tiberio Walking Tour (2018)",capri-via-tiberio-walk-2018,capri-via-tiberio-walk-2018,day-walk,"coastal, island, historic-center",2018-10-13,2018,,,,https://youtu.be/t9STwl3BuZk,,40.5507576,14.2429189,,,,0:31:46,Italy
it-0051,Italy,Campania,Capri,Capri,"Capri, Italy 4K Anacapri's Historic Center Walking Tour (2019)",capri-anacapri-historic-center-walk-2019,capri-anacapri-historic-center-walk-2019,day-walk,"coastal, island, historic-center",2019-06-08,2019,,,,https://youtu.be/zaEpFAcjkxo,,40.5558793,14.2212514,,,,0:24:50,Italy
it-0052,Italy,Campania,Capri,Capri,"Capri, Italy 4K Phoenician Steps Walking Tour (2018)",capri-phoenician-steps-walk-2018,capri-phoenician-steps-walk-2018,day-walk,"coastal, island",2018-06-08,2018,,,,https://youtu.be/Qc-5lXbeEqs,,40.5574109,14.2258781,,,,0:31:36,Italy
it-0053,Italy,Campania,Capri,Capri,"Capri, Italy 4K Phoenician Steps Drone Tour",capri-phoenician-steps-drone-tour,capri-phoenician-steps-drone-tour,drone-tour,"coastal, island",,,,,,https://youtu.be/iebbkMSJVe4,,40.5579304,14.2265573,,,,0:01:03,Italy
it-0054,Italy,Campania,Capri,Capri,"Capri, Italy 4K Villa San Michele Walking Tour (2019)",capri-villa-san-michele-walk-2019,capri-villa-san-michele-walk-2019,day-walk,"coastal, island",2019-06-08,2019,,,,https://youtu.be/pmgDn7s6oDQ,,40.5573279,14.2248967,,,,0:30:59,Italy
it-0055,Italy,Campania,Capri,Capri,"Capri, Italy 4K Monte Solaro Chairlift Ride & Summit Walking Tour (2018)",capri-monte-solaro-chairlift-walk-2018,capri-monte-solaro-chairlift-walk-2018,day-walk,"coastal, island",2018-10-14,2018,,,,https://youtu.be/o4W6s9XJlDQ,,40.5555602,14.2215759,,,,0:26:09,Italy
it-0056,Italy,Campania,Capri,Capri,"Capri, Italy 4K Monte Solaro Hike to Capri Town (2018)",capri-monte-solaro-hike-2018,capri-monte-solaro-hike-2018,hike,"coastal, island, historic-center",,,,,,https://youtu.be/iLBzilHVNxo,,40.5506084,14.2300345,,,,0:44:42,Italy
it-0057,Italy,Campania,Capri,Capri,"Capri, Italy 4K Midnight Walking Tour (2022)",capri-evening-walk-2022,,evening-walk,"coastal, island",2022-06-19,2022,,,,https://youtu.be/PFPX2p4CmyY,https://www.google.com/maps/d/u/0/edit?mid=1vhATZLdRwACQFQHb2aIkF8g3qOXjsRs&usp=sharing,40.5508297,14.243093,,,,1:07:11,Italy
it-0058,Italy,Campania,Capri,Capri,"Capri, Italy 4K Evening Walk (2023)",capri-evening-walk-2023,,evening-walk,"coastal, island",2023-07-19,2023,,,,https://youtu.be/wCbICbPupj8,https://www.google.com/maps/d/edit?mid=1p0pLlqZfBOBYtFQefnRSvu_-Kv2-jLw&usp=sharing,40.5500769,14.241655,,,,1:29:25,Italy
it-0059,Italy,Campania,Capri,Capri,"Capri, Italy 4K Via Krupp Walking Tour (2023)",capri-via-krupp-walk-2023,capri-via-krupp-walk-2023,day-walk,"coastal, island",2023-07-20,2023,,,,https://youtu.be/cpLi3T62zfs,https://www.google.com/maps/d/edit?mid=15SbqL_HdAO9otbaLQq4cu5433ss72wM&usp=sharing,40.5472476,14.2430449,,,,0:39:14,Italy
it-0060,Italy,Campania,Capri,Capri,"Capri, Italy 4K City Walking Tour (2023)",capri-day-walk-2023,,day-walk,"coastal, island, historic-center",2023-07-20,2023,,,,https://youtu.be/hb_AiaCL1a8,https://www.google.com/maps/d/edit?mid=1FEhAAaeukFBeZcYfcfVqR4XjMffJ73g&usp=sharing,40.5561595,14.2386266,,,,5:42:25,Italy
it-0061,Italy,Campania,Capri,Capri,"Capri, Italy 4K Anacapri Walking Tour (2024)",capri-anacapri-day-walk-2024,capri-anacapri-day-walk-2024,day-walk,"coastal, island, historic-center",2024-09-20,2024,,,,https://youtu.be/Qr75PFnVOak,https://www.google.com/maps/d/u/0/edit?mid=1HDRnhqTKJa1_mv-B5Ici6D49prha0wQ&usp=sharing,40.5575774,14.2257096,,,,2:25:34,Italy
it-0062,Italy,Campania,Capri,Capri,"Capri, Italy 4K Evening Walk (2024)",capri-evening-walk-2024,,evening-walk,"coastal, island",2024-09-21,2024,,,,https://youtu.be/ACtxlA0az8A,https://www.google.com/maps/d/u/0/edit?mid=1qNdCMUkvAhXdYrUehrX4Fcs_Shk5r8k&usp=sharing,40.556196,14.2390842,,,,2:27:06,Italy
it-0063,Italy,Campania,Capri,Capri,"Capri, Italy 4K 360 Tour",capri-360-tour-2024,,360-tour,"coastal, island",2024-09-22,2024,,,,https://youtu.be/yl_TLAXgT9c,https://www.google.com/maps/d/u/0/edit?mid=110L1Vv4dlH7tFVP8XKxMQEmSEKMiuw8&usp=sharing,40.5511173,14.242732,,,,3:13:36,Italy
it-0064,Italy,Campania,Capua,Capua,"Capua, Italy 4K Roman Amphitheater Walking Tour (2017)",capua-amphitheater-day-walk-2017,capua-amphitheater-day-walk-2017,day-walk,"ancient-site, roman-ruins, archaeological-site, amphitheater",2017-09-26,2017,,,,https://youtu.be/5HvLJmV-Dw4,,41.0835163,14.2505788,,,,0:39:05,Italy
it-0065,Italy,Campania,Capua,Capua,"Capua, Italy 4K Roman Amphitheater Walking Tour (2025)",capua-amphitheater-day-walk-2025,capua-amphitheater-day-walk-2025,day-walk,"ancient-site, roman-ruins, archaeological-site, amphitheater",2025-06-06,2025,,,,https://youtu.be/TS8QJG2TqNE,https://www.google.com/maps/d/edit?mid=1PithwBJ-7mA4g6claq1rSwjptrVUp0g&usp=sharing ,41.0841139,14.2506934,,,,0:47:14,Italy
it-0066,Italy,Campania,Capua,Capua,"Capua, Italy 4K Driving Tour",capri-drive-tour,capri-drive-tour,drive-tour,,,,,,,https://youtu.be/I6k7XVLzwA8,,41.081432,14.2355735,,,,0:25:03,Italy
it-0067,Italy,Campania,Caserta,Caserta,"Caserta, Italy 4K Royal Palace Tour Walking Tour (2017)",caserta-royal-palace-day-walk-2017,caserta-royal-palace-day-walk-2017,day-walk,world-heritage-site,,,,,,https://youtu.be/IyVkAcwZ8fE,,41.0702955,14.3269071,,,,1:24:22,Italy
it-0068,Italy,Campania,Caserta Vecchia,Caserta Vecchia,"Caserta Vecchia, Italy 4K Walking Tour (2021)",caserta-vecchia-day-walk-2021,,day-walk,"historic-center, old-town",2021-05-16,2021,,,,https://youtu.be/4UutcBV7TK4,https://www.google.com/maps/d/u/0/edit?mid=1S-Ucdj2HJJF3rWH_IiAxnHirjO2BrfH5&usp=sharing,41.0957272,14.3703869,,,,0:52:56,Italy
it-0069,Italy,Campania,Comola Grande,Comola Grande,"Comola Grande, Drone Tour (2019)",comola-grande-drone-tour,comola-grande-drone-tour,drone-tour,waterfront,,,,,,https://youtu.be/YWRIV5dqx-Q,,41.1172727,14.3401802,,,,0:02:13,Italy
it-0070,Italy,Campania,Ercolano,Ercolano,"Ercolano, Italy 4K Outdoor Market Walking Tour (2019)",ercolano-day-walk-2019,,day-walk,,2019-11-23,2019,,,,https://youtu.be/AiCtaSNuzxw,,40.8119285,14.3518956,,,,0:27:22,Italy
it-0071,Italy,Campania,Herculaneum,Herculaneum,"Herculaneum, Italy 4K 360 Tour (2020)",herculaneum-360-tour-2020,,360-tour,"ancient-site, archaeological-site, world-heritage-site",2020-02-22,2020,,,,https://youtu.be/_Y277FddmD4,,40.8059233,14.3491487,,,,1:38:55,Italy
it-0072,Italy,Campania,Herculaneum,Herculaneum,"Herculaneum, Italy 4K Roman Ruins Walking Tour (2018)",herculaneum-day-walk-2018,,day-walk,"ancient-site, roman-ruins, archaeological-site, world-heritage-site",2018-01-06,2018,,,,https://youtu.be/eXkpFnF7ovY,,40.8047761,14.3470002,,,,1:21:29,Italy
it-0073,Italy,Campania,Herculaneum,Herculaneum,"Herculaneum, Italy 4K Roman Ruins Walking Tour (2025)",herculaneum-day-walk-2025,,day-walk,"ancient-site, roman-ruins, archaeological-site, world-heritage-site",2025-06-06,2025,,,,https://youtu.be/Y__fRvziRko,https://www.google.com/maps/d/u/0/edit?mid=1xT2cc820lFPM0sZ9eb_XZ3wwXVy3aGo&usp=sharing ,40.8060154,14.3492331,,,,2:12:07,Italy
it-0074,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Ischia Porto Walking Tour (2018)",ischia-porto-day-walk-2018,ischia-porto-day-walk-2018,day-walk,"coastal, waterfront, island",2018-09-15,2018,,,,https://youtu.be/6Cym0DxM2xM,,40.7453742,13.9380408,,,,0:32:35,Italy
it-0075,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Beaches and Historic Center Walking Tour (2018)",ischia-beaches-historic-center-day-walk-2018,ischia-beaches-historic-center-day-walk-2018,day-walk,"coastal, island, beach, historic-center",,,,,,https://youtu.be/WGnrP5QctkI,,40.7443127,13.9460268,,,,0:36:32,Italy
it-0076,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Aragonese Castle Walking Tour",ischia-aragonese-castle-day-walk-2018,ischia-aragonese-castle-day-walk-2018,day-walk,"coastal, island",2018-09-15,2018,,,,https://youtu.be/16T6Do7XXsQ,,40.7322028,13.9603411,,,,1:12:00,Italy
it-0077,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Bike Tour",ischia-bike-tour-2025,,bike-tour,"coastal, island",2025-06-11,2025,,,,https://youtu.be/oxKTL_SOP_w,https://www.google.com/maps/d/u/0/edit?mid=195sEcNpJPBav0TViTgTmK8HmZN2wUkw&usp=sharing,40.7326114,13.9604216,,,,2:43:32,Italy
it-0078,Italy,Campania,Ischia,Ischia,"Ischia, Italy 4K Ischia Ponte Walking Tour",ischia-ponte-day-walk-2018,ischia-ponte-day-walk-2018,day-walk,"coastal, waterfront, island",2018-09-15,2018,,,,https://youtu.be/haUtQc2yPdk,,40.7313601,13.9635052,,,,0:32:51,Italy
